sub_str,num1,num2
BTNFOJJPXVALCOMWCKUI,9,82
GWXWYTSCTDSSGMIPYTMS,7,32
LRARWLBMBZILRCMTTRZR,9,44
VKRZCBETBZPXCEBRILIH,2,26
ZYFWIIRZWWCNKNLJJZNR,2,37
ENOLXPDXQVSXVKFSMECP,5,66
NJYHKVPDFPZDHQEKCMUJ,2,64
OATBJMAKEENXWHPJTVHJ,4,41
TXBZIIDVJQYHQVRDJBEU,4,39
AGSGMBLPUVXQUJNGCIOD,6,40
SKYZQWHSTBSOYATKEBDW,5,17
ZIIGGQWPKPCJZLOYFOMJ,10,10
HAUGTHJQUOOLJCGPLGKA,8,69
JNKEIFIQJGOAURUZKRYS,6,96
MNXXDBFGMRRJJDRGOZQG,7,72
XLEVFOSNJHFTVXECOQTZ,8,70
RKKWJZUTMKZMOGHTBIFC,8,66
OEFYHURKRHJLHZVZKNDB,1,14
LBQISDUCWADLMWXRUXBB,2,70
IVQVLPQVUEEAMFWBEZJR,4,81
QBYCODOIKITUQNIBUEHR,3,86
ZTKCMIDJAOTQCNJTERBI,3,42
NTMUWALHTVIWASHLZJXF,9,72
IKQYVSCLYEGDFJSPOWSR,8,57
PXRJDBFCVXHOQEHCXVNH,7,36
JPWJYJSSPYDNKSWVZBQO,3,16
POHUAWXFEDTAQEPEDFVJ,5,77
MDGWGGGSUWCIKELTYCLA,2,91
RSLXXITUCTVTTIUGTCFG,5,42
KQFDNLCSVUZTDJAVGEUU,7,45
DWUIXMKRBDADGVZYYOAM,6,25
GOTZTTSKWSEBDYNASYRP,4,60
THDCZVDHATBWECIUQWQP,6,37
DRCNDRUJWYQVGTDOBNUO,1,62
THCESRSXXVMRPLHFREFP,2,100
XJZSAETNZNQJMWTBWEYN,10,59
EKHOMRJWOXYZAXMFEYRK,2,89
SSPCKKTMNYCVRUAFOEZL,1,13
IJYZDTIQFPLAOCYGIPVR,1,89
MMCVXFXURCQUSFETVUZT,1,100
XWPJTFUUXNNNADCFOWPW,2,19
WKOVDEXIQHTKFACOCYRF,7,56
SOUIRIZSUYTJZTQQOYLM,2,12
BARCFCHOEMFRMTXTABMS,8,22
JXSEYSZHIRTTQGOTRMCF,2,78
ZUHDQSDHMVZGRQGNCQOG,4,39
MULWWSUOWAPYTLTQUMBP,3,71
QSFOQJFXLELSYXHKCKSM,4,98
QLXUCFVLSOMKKIDHOPLU,3,49
GYJKESROBFROAQZRIFNC,9,56
BZBVCLKYHNFDLSOFJDBD,8,25
POLTWZRNDQJKMPQCWPUH,10,14
MJEWICEEYPRLURUFDIRU,9,10
HJJCANYWKCOGZLBUTLLF,5,46
MOMNYUKYEWNTKFHNWCRK,2,90
QWAEZKAOWQBQNQIDVQSO,9,53
PMHNHVYKUNXRXEJCSLTV,3,88
DINPKHZBZAWLMROPJDZB,1,15
NDEZTUIGJYHWDREUNUAU,3,19
AIPBWOAGDXSFOFQREGLK,7,38
YYJGWKUPDFGOQIXNLOTU,6,34
XYXCXKOJXJUVMHKDEXWB,1,40
JMZFQRCMQAWSGRDLJOQU,6,33
ISSENSVUOUVCTLGBQRZK,8,12
TFJKGUULIOLSPGOKHJYS,9,99
RSBEFQLAWJSZHIWIKXWZ,6,16
BKPGPJOMJIJTDYIVMHTX,10,72
UVTRUZZNSMGHNTHWUTIB,10,68
XBYKQAIPKPKVRGZXPEOP,9,72
MSLLCJHPPKWVYSSGVAPB,8,80
NSRPWTYHJGPGLJMFCWGS,4,46
OLSXJPSKEWIFLOTWJKGU,5,91
WDDNKBALEONPQPFZHTUA,9,13
WYPNQNHNKFZQBGCYIAFN,4,70
IKFXYTDTAGSQBQRPCZFK,7,15
JIWTHOTLIFSGQJKQWBQJ,6,22
IBKBDPXWCONONDORYANN,4,66
MOFPUIWNRSARHEVWXGIX,2,15
SZAAFLSGAHTLEMVFIXYJ,3,96
HMEHDDVJBPVEVUIHIFXS,2,63
UQKSCXIEFIXFLXJVPLRU,5,34
QBPELQGBJWOKGENTGNOG,9,80
FQSQMWOZCHNYIQBLTCDO,2,38
IGEIQOGTALWNCWPMUVNC,3,38
TMGSLMAFHHBGXYVFYCZJ,3,61
NEVMCXGINPMTVSGVALXU,6,94
FXOXVAELRTFABVFRNDDY,9,21
EXXYUJBCESMTKBANCYYD,4,80
IFGRZFDCMORNLJXZNPWT,9,61
WGNYRENBPOZGGDVHYZGF,7,65
OGRZPCSHGDSDMBZYRSCR,9,15
CKNQZFCEJXJZHKPBHRRN,7,27
KLLDITHIHWMXTGGCRIBG,8,41
KDJGWNCIRVSVGIEOYTAU,7,97
GYVGFUAYCTXMHIXJSUJA,9,45
DNUMISEWSDXIUSHTLNDT,6,26
EKRMHSCFWBIDQKDXOTFP,5,85
YKCLUWQIKNWUZEJPPMYY,2,43
XLRGNWXVGEPYXHOKKEQE,8,41
LYADJIGPQKZHEBAALFDQ,3,53
JZGXMQPUFOKLPSJUTIGW,8,49
AUMRKOFKEMFWEFPCBTUN,7,94
AEUQXKNNHIKEYYNOLGNE,5,80
FCZYSEYNMHHZCLSDJXXK,4,24
WUXFIMWDSZCWGVTFWLDM,6,60
ZBEBHXWKXMUXNHNRAZHW,2,41
CRVFLRYHAPAJKKJZUJYC,10,91
EPLSTQMHMMJNKGUECMCU,6,16
AGFQLFIRLLOVDFSPUWIN,1,77
POBDSVGAWKTWTIRTQAQK,8,33
OLOOJMXKQCXLQIAXTLFK,7,82
HMKBYLEPHOZOEKAUEREY,5,52
IWVJZWOHRQWAQRMWNIDK,4,19
PHXUYXANUUMWLXUSDZWJ,4,38
GPCJBYTQHACNPAXUDKXB,3,24
RDCVXAGVDQMPHGMPABLZ,8,52
DEQSGNRVAURMRFHBHUDU,4,13
TPVJKJCDHAAULGDJRUHP,9,80
VOFBKBRENQLLLJGIHLQW,4,49
GSJGYTFAVYYHOSBTWYNQ,3,98
LRMIQIKUFIZMRZAFTQZN,10,87
UTDJEZAMJTIWCABHWWXF,2,38
SJWHVQPJATJVFUVAAYAM,2,35
VMHGDYUVTTZCIRSOLPXJ,6,30
YPVIJKLXAKENUSYHWJZQ,10,57
EYCAZMSPMNRRHTRUJAQJ,3,38
EXFHYAQIJEFLKXCOPCIY,2,26
CNUPZUGQNOVRLCGTQMOM,5,90
WXISFDJFUYHKMIYNIKDH,7,90
ALBJNGRANORANVQRLPGD,6,57
AEETFCTXUAAMBKHSFXZX,10,53
UYATIDSFKVTZGHFPSDYJ,3,33
CNXTKKUOSUVBSRBYAZTD,6,33
EPQQAYFRDEGBUZTTJGNP,10,44
LBUOFTWFXNRTVBRXAGGW,7,77
ORDIGYKHLYTFGCKYGRIJ,1,12
IXZTLIFLTNFSOEYYCLWK,6,62
LNWCABABUJXQQKLFNTCI,9,61
RQVENKXFFVJRDNFFEIPQ,6,33
ZTKLXSVOEZVVKKWSSSGS,8,24
PKVRAJWJAUCCPNBRBCNP,3,39
NPRXXUPDUDFKIWYYVECY,9,14
XGZGPKHFLHYGWUPVBCCH,5,48
WZQLHGYUIQCTLXHXGKRD,9,61
WBGQFSZBZXGRCNGGYCWP,2,39
EAMJAXCLDPFDWRNEULKT,1,36
KCMANHTJTKEAYXETTEXF,6,26
LKQOJFGWBVMWZPXJGMVP,1,96
URELXFFPSMANPVEDXOWQ,6,98
HVTDGXDOFZFWUPEGGZCC,7,45
ZJSWTPEUGUXTKRMXNDND,6,84
XOHATRKWKLUEMZNRZUXE,3,23
UQVJITGSHWQVGVLBTFAH,8,73
FONBKDPPNJFTYIBMIMDA,8,34
VNZOJGHYDHTIRRCWUVFN,9,84
QOEZWJQEECVZHXGGKBSC,9,86
ZFRPDBHOBOEZLIZJJKOD,9,79
INOEGPNWVBCWLFMNQDEH,10,88
BCPMHGLCUVPJDSQZQYFL,7,91
ZKVMSUGPQMNPBQENMKPV,2,22
AJCRERYWNRXMYWSPWWUD,6,66
UJMGJKKYTZJYZEVHGLIV,4,62
HNKDMKOJDTISTWBNUGRR,1,42
SVSYJXITQMBOVJWNGVFG,3,100
KEYYLPEXZJMVNJEZPZWR,8,95
NSRXNISQAFUHUCLMDONQ,5,10
ITJYLLXKAZNOFMKDIWKX,6,94
WRCLHATACSNNGBTQNUHZ,8,59
ILQTXPAPRBLJRPKWVXXB,10,64
HTKTLAHJSFUGVAUYAQBU,1,38
SBLDQEYHYPKSGHXOYRNS,10,16
UYGCTTYLKERSPEYOFHUU,9,99
WYFYWKAFEKEJMYLQFUIF,4,48
UPHBJLHNEDIUJHCMPCRD,6,19
PUKXAGQQXZVKINTERTKV,8,61
ZEEHPFLEOUBVJSRRGAWW,2,22
HWZNUISZREMGCFIXRMZG,1,96
TBTLBNDNIEZNCSVGZSBY,7,29
MWDLRPSQEZSVVAHGRACS,7,52
ITVSIUWELSNFMCYOQPRT,9,26
QUDDZJJJEXUQCRNSAXNA,7,62
CTLAGBZGGOXVHDINPZOH,9,59
HXHBRONOOMGGYNEPFGPZ,6,86
PZYDWYPDLIOSNMPLEKKH,3,35
PDXFAOVLGLBUXWSEPXEE,3,15
HBNSMOQOXYPBWWNLKEAO,5,37
DTBIZDVRCTZRTPRKMAQP,4,57
LUBMNSWOTJUGNPYOQBPI,2,85
XYQODXONUMOFDLTGWKFY,5,86
VELNJLQPRXZZWCBXOGUE,2,53
NIMUQTFFMXYNSSCYHYDN,9,64
MZDNVXHNCSIUNPCLBSAV,4,80
AOFSNXMEPWKWYGWKPFOL,4,38
DCZAOSKIVITANRTNXMOC,8,32
TPASYJSSRHEZWVLCMSWH,4,33
YXRLXGOCQAYIKFOEJRIM,10,57
TMFPHODHJTASKQMXCJRZ,1,43
NAYAPRSMLXRWSBNDXZEE,10,63
VMMLWZMPJUQOWQFSTWKU,8,24
IHWWLOUBBOFCKDTKHHHJ,9,20
DPYIHEISGUQGOGOWLIKW,9,15
WHRKVXZMGCCKLKQGNHVN,4,68
KDVIUZJVIRGXFDSMHUDK,8,90
PBIRMIAOONAALKKNHCAP,5,23
GLPUCZNYNGAXRXROTLZK,9,28
LVVTLDIEGVEGNCMYJRTF,4,82
MPDTVVTGGOYRCKAXNTEG,10,48
HJTRQOUWJVRCQQTOMMAE,6,13
QNZPBWJVEWAIXTLUYYVA,7,44
RCDUYMQAJTGNOMVUEYSH,7,77
ERLUJGAPRVUQDYIPPVZN,9,30
RVCDKMETBIRMKBYAIZKP,3,86
YWQQUPNZUXDSPAXKNOLJ,5,76
QEDHECDULGMVTPSDSJIS,5,34
APCXASPGULQTRIUBDXOG,2,91
OJZJXYVAWGPWUTVCPUTO,2,39
YIBRETRTIDYUXCDMTYAU,3,46
VIRFADRFLJEIBWUSWMLP,1,26
QDHUUOAUBXXPCUSZSFYD,7,37
BIJKSZIBQMWANLLYUNQE,10,86
WPRXMRWLUJJTGTGEWSPT,1,100
BACCFMBDOHIJWERDMDSR,10,82
SRIAGZWBHCMOHHBMXWXP,8,13
DDFSEMNHBFAXAPDQWYZL,3,18
NJJFNZFMAKCAVUHFJRQK,3,96
UZQJWBPHIKZKGTPLXPBN,2,21
QSBNYMVGTEIVQCYLJGCR,8,44
ANVZDUCDMZFGWXFRPNGV,4,64
KSUNQGCYMYUXLDBUEQRY,3,23
FNCVTJHQEQGWKSHINFSH,7,17
BZQGPLKWXGTKYONAVHLG,3,59
YLHTCUHRYZQCAMUQKRZQ,9,22
PVMMSCSWCCCBVGUNJGPR,10,95
KPSLAPTLDJTGHIHUSLUW,3,46
IRKKNALVTGJMFODAIFWO,2,55
EIHHXCELOCKDCFXAZOHE,1,70
OTBHUIXGCCNCOXLZIQOW,7,71
ECJJMBBFYITJAGBRMRUR,9,72
BDXMVNWULTZEGAJLEWBN,3,82
DOCOQGJOFCJBHCODFKWU,9,42
VGKCTJTEKYNYWTOKNJGQ,10,45
OGZCSUVNZQIGEINDDXAM,6,99
JOUPXZXSYITUURYWQETE,8,86
QMCHXEUSIJUYFUEXGCMU,9,33
ENTEXKZJDRMKYALIZDKJ,3,69
HBPUZDAPZJKPLLFAEOUK,7,92
AHEVJDKDTTICBFBZGFNS,6,29
NHQODYZNUMRDYDCOBTBC,9,25
SQJOXJKTLLAETJMPUCXW,9,94
FUPOXCPOAUSUWRENMDWW,3,78
VPAMIZBZKYHHPDCZFTCG,2,73
LIMQAGRJQMGNUNVLBQRM,9,22
SCZEOTUKXXYMAWLZJMSI,10,81
KGQNBZSMYMQKQFOZSXDB,2,58
JJMLCRXDSDULZBWATIOT,3,61
NXSHHEERYVOVPVDRZYKZ,6,14
IOFOFUHTXULVSBTYYTJV,3,90
XALTODTIPIDZGOSIJCGU,3,31
OBZKPFAOPUBQHRTLJVRP,6,50
FCJJOAUDRMIQBTOFAHJL,6,40
PFTFDRZGEFMOHPJUMWGC,5,75
KBODYDRVLFPBCJEKEYAU,2,74
PGSPVQODQPYJIOAHHZGG,5,51
RTDVPRYSEQZDDEMJJXTJ,3,81
ZXBZNVZJSNTYLLUSNBWX,3,64
VNXWMVBKNXBJOBRHQQWF,5,96
ZVDKMGDMMMLFDNYVFFFX,8,92
TMHGLNEPJTADSSLSMWRT,4,86
FBAWSDEANOVGLQHZHKCR,8,28
YCEFTSPBAMLAMIECZGVS,9,63
RUJPFGEZZZHKKUAIGRQD,3,96
QUZHJOOGIUDVVFSSVMHM,10,42
JKTQKHRNSFVMOTQTLXHL,2,92
SDXHKHTEYJKBPADGTLND,5,51
BSNOOCVQLPZRARUNTMVM,7,37
ICBQXYXGGZICZWLTVESO,4,22
DRRNGAKLRIPCBOVVCEMH,10,13
ONLYDMEJRFQNYQKANVBD,4,22
JTHGGDRBENYRILJCHIOV,7,69
CSYUMXYHASDDFNGQAXIJ,9,26
JMKOTQDTOCBOVMTIUIWC,3,10
REGXVVFRGKPBRYQQPBSL,5,42
GLLETZOFYSHBRLVAZDUB,10,34
MIFHEAPTSDEXFKUVPOLM,7,53
ITJOORZIYXOBWZMRXMZI,2,58
LHLYQXKCGDNOFSBJTESS,8,52
TMSDQYLKBLMHZZXUDUUG,9,12
YVKDYRTRUYHIKEBNVWIE,9,85
GTFTUKPOZCXPSZLHTCPE,4,49
HFHXPZGTOXUKBHTCPXXW,1,18
MPMJVKDLKYTBPOMSFFUY,7,58
VHDEMNRSXPCBGKQSTEDQ,9,30
URPUOOXOXCLRYKWHUKLF,6,66
TFAUJJNXCRVKBQFATZON,7,17
NOPKKPCJILIOOUBGMXDE,2,11
QEEPDNATOIJVSFCMGGUT,2,39
YQBAYLPBDBJYJAPEVRUW,7,95
GLEJPLZDVXKFQZCFFNGL,6,82
IDXVWPGFHPUWGBZWCHQK,3,14
HNIUKSDCWTTDWDQWHMGB,1,24
UTAJYFUSWEBRMIZVXUMA,3,82
YPRVGWFFMKRDFXNHDPID,9,77
DBQJRIGDQZDGSRHDFACF,3,71
DBGSQAOFWCGBQDVWSGWM,1,64
HOAIFSMDMDADCIYLNKWS,7,50
JJMEPESPOUOCRLBOGZPO,3,97
NZRFZOPEOVFGPKPWPQRC,10,85
VYCZQBMBTKBLDQYVMYYA,5,68
LBSTOKDSQWEHQXSSPCKS,7,19
CUSSRNTWUSBKZHEILOKZ,4,82
DDDWQGWTEGWIPKBELHZE,9,25
UUINYAJWAKWOBXQVFCZL,2,86
EFLHCRFWPXEVARIYIMYV,4,75
BFGOMPGCPZBOTGKRCKIP,2,97
CIQFEEBSFGTZWFDBPCRM,1,68
ZXSNUKZIQAWQZHJVOWUG,6,49
QGLEKOYUUQZPLFMGTFLQ,7,44
YPKNVPHUJCUNTPNJAFVA,4,58
RWGVPHHBTJTMVQLJRAVA,4,52
SNWOYCGCNDGSTSKYCBWZ,4,14
XLMKANNWIOSANEBHOBRV,7,10
LHIYSBUGSOJCYUUKALIB,7,73
HGUWRHKOJTLVMPMKGROM,2,10
JIHVGQYMURPIDLDXPNMG,9,88
SZGSCJYDCSTPPQMKVKHD,4,31
XNFHFFKLORIEYKOUVDIL,8,69
WNPHCJIBPFUOFLPQGZBX,5,63
DJVCKRUQIMTDAJCVEPLZ,4,71
HHOYGTQXKZMRZKVZSYTU,7,19
UYVVZIXDXDXHCBYSBUWP,3,12
OZSHLRFBBBFFRPAARORY,4,26
NABITKQNTRWNXGBMODGL,7,71
VVAXXHQWCHZFUTLRGFIQ,9,70
IPKVAGZDBQXJJEGFXQEU,10,14
RSGQVKNFHHUTCURZEOCY,5,42
YOQJVPAKAKBQZTFZKZGD,1,19
DFMJOCZHHFSVNDJMSKIR,9,95
HSFLWKYDZQIJZDPBPPNI,3,54
DQXSERMUFTSRRAPQRWTP,4,11
HYZHGOOALPJGIKVLZFUU,8,71
FIWQHAIQWKVWDGRHPWLM,3,98
JHVJWBYOENAJLBXJULJI,10,96
UJVUBXIRLAJZNVIWQOOS,6,24
OFIYDVTWYCHBQRBDKDXM,7,85
EYSDRBUEZVWKYXUTTFBV,2,11
EKMEUTQJZOQDKOEQAUFR,4,25
LVZFYDCWAUJSQLBMXGMA,1,81
FUEOVZFKYDVSXOATNWSK,1,53
UYMHZLNNLNMOLXCQUYMD,6,28
EZYUGQIFTENISTUPVNRU,10,21
CDJWKGFYKUKSYAIPCVSA,10,100
BBMCINWWFPNUQYWVBSFS,9,86
CKOZJDXFAGECIGRTPAKL,7,57
OGGZYPGADTAZTVMTLZEZ,3,57
KPOEETUNPVFSXWHFCWYL,10,20
GKELOENZNLYCSQDHKOSZ,6,18
CJYWPLCSYSHRGXMWSPRX,4,34
PILZFLMMYSNGYJGZXLLO,4,90
QRKBNHMZHJQXNGPYAUEJ,9,54
TDUDHMOUWGNLWSKWQXCB,7,47
MGSQHBUWEXYNNAVWGKND,10,86
EVOCIEVBHYNXPUPYTZSA,7,38
QGZYACWWNIRKTBFPATNT,1,99
QCETIQFKUZZFJVPKBFYZ,3,36
IXYEZYRVIJNHZBKXLPJV,10,73
NNZQRUSUYSDDWMDBXZZZ,9,86
OBQABETZSYIWAPORVRBU,10,62
EQZGHZZLZNCXBJHZHICV,6,48
ICHVPPESFYEYEQLCBHYJ,3,50
AMSIUVVEKZNFZLDQJBGB,5,89
OEHFBMEFNTYZZVTMSFZU,10,27
GBFDIFZUVKKCMLCQSWLH,6,32
HSBBRWBBVDGFNLJJKPOC,4,61
TBMOQZILHUWAQYQDBGGG,1,46
AITTPDKAKJOODXBNNKQB,5,14
ZKFGTOWZCOZPKTYUMJXR,10,73
LFHHTSGSYOYLJTNAMNSS,4,81
PKWPHAWHOGWGZGOQZIMG,1,45
MDVYBEPIYDDDNJQRLDZG,7,48
HLQCFQHMMIONYIQRRNMB,7,31
BGNJYXUTXZJXRTUWSCJV,5,22
QSCPUPKOPDXVBCDGNBWH,3,66
YTSGLOGJDITUSSDXZAYU,5,70
HIWARGJYFZYQULTEIGAH,9,89
XILPBVNSSSZIEHVDADYP,5,66
CHUOGPUOSKLOSFNAKJJA,3,92
NJXFGOQDMWLLZWFTRDHS,4,60
ECCOQQPNGPYAIXTWSQRS,7,23
IPPQLQQKSBWISEGWSCLS,3,29
CVYNGLDYFEZJXBGXEFSW,6,89
WTGCEKSUSJSCXTLAOOAG,1,55
LCZJUPEMFSFASEKNBHKK,4,32
GUULTNBOKILRMQQDBLZY,7,23
LKNJKCXWSNWIDDBBEEKM,2,89
HXIPDFJOGEUFHZURWNKR,3,40
USJQDQRETNJPTLMPOWWB,8,68
DQOPCBPMNMODPAOLPKUR,2,86
CRGKAMBSEARLIAYGOJXM,8,29
KZVAISNIIZJBRWJSBNRS,10,55
AZDGLRYEGGGZWLIIYMGO,8,94
DXKMHJZOIJTXGPHYAQBT,6,21
ZBDLBBWYKRYXZSOQWFXK,9,41
JOKYUZZXDYQNIGUEDLSG,8,62
BKJOWYWJFBCCDGODCUWN,6,81
MZDTCXJKRZBUWDPBWQJT,1,15
SEOTXLJDRGLUXUYDEJWF,9,32
LLYDVKBABSGKRIIDJJGD,9,54
NDHMHLJMFHKZWEKHNAFM,1,48
JUFQBZTRKISXZWVSQQQD,5,34
WHWMHHIKJAMYJKAJVJZT,9,75
FLCUVLPWXZEKYDNVOLFL,1,78
TXVQNBGPLIZMJBSWSMOJ,3,67
AGVMNYONTHQDJQBHSZNE,9,55
UWZYLZHZTEFHIUWFWMOM,2,21
XTQRSJDFIQSZTEOIKGRG,4,62
LNCATMTHKQJZCCJOTMAT,9,38
DRFWXVPLKFYOYWZUKRKU,8,96
HACITAVEXLTNDINBVWKQ,10,53
VJKDXJMOLQXTQCCBXRMH,4,31
ASSMGDCVYDHAPSPNGEZA,4,86
ROQKAYPPJWBZTIIJGSUY,5,43
NKNXPNVUWBYELAMADGQC,5,38
MBEWOSLAFMKYPKNYBIYO,4,53
VGPZBTMIXQJZTSCIKZTD,1,81
UANROJRZBDQYWPDLUPXF,2,37
PRQLJXUTNVKRUEVZQOFD,6,21
HZSPYEIUJAQZZAKAOSSW,2,63
ISDQDURGSLJMVJBOQJTD,9,84
WAUYUCKRPSFETNFOMYFA,2,71
OTHGHTRGSLVATQVTKJVR,5,99
NOUPEJVOETTMOOLNWVUD,5,100
RJWGWWITNKAFAUMFHIWM,1,12
OQTQYPGMSPJMPZXBTGMD,4,64
YOFRPPLMVORUBLAUYMOZ,1,18
NYWYFYLVPXNIMKCAUWEK,6,71
UTVDWMFHICWQXYYFWPSL,3,34
JEYFIPKTGGNGPGVDMCYB,9,76
SWUAJGIQEOLOCIADCNMN,6,66
BOVVSTRLOAEIPWUKBJJU,10,80
LEKBSMOZBZQFTNEBCQKO,5,11
UOUUJPCMIPPMGKIUGSIC,4,21
LXGPZYCOPTFDDJUSUADN,10,70
RWRYCPUBSFMSSYCXOLRX,5,70
ZNNCDRYBFTWCHBZNWWIS,6,97
IBLIICJQDTXONEOYWXWI,10,58
HUPNFFYYRJNJHVZVRAWS,6,15
FMZFMQTLJSMHNEUZAWXL,2,70
XKCPHMJZXAWOASPGZIVL,10,20
XMKFGULGWPMVRXCUBGNT,3,92
NEBEHBTPCKZOLBCQXQGY,6,47
KDAJJJBALGJBFZAZJELH,9,62
COMJPDEAKNTKYKWDLYHQ,3,68
WCDPFMIUEMMFHQRQGKID,3,12
JSWUFBSHWWPVJBDMPJRT,1,48
ASEQURXKGZWEPKRTGDQK,8,100
SIHUXKKCIVGZMXVVNWQK,8,59
NSTKZVOCKGCBPZWPJYQO,7,95
OHXLBDILPWERXCEXKPOG,2,32
MKWMRCUISZKDXFRPHXHF,10,26
QQICYEVYYUDJTJERLLUV,8,11
IKKSLTQRRKUEBXWFIKVE,10,58
LLEEMHOCXURYMONGKRGA,7,95
KPHYRDQZWTDVLCAYUKEO,10,67
UJBRFSJJJSONUSQFMESI,2,27
PZKAEPHOCYZRFGEFIUDS,6,11
BHGYBDMQMKJGPHXWXRMH,6,80
RVHJGNJKWVPTYGNTMCUK,4,54
ZLYXHGGKNYUBHQNKLTFD,7,78
XSTMXMXRTIXSCAVFBDIJ,6,61
QXEIDGIUQFVXSSVVAKQD,7,27
YSPRGIIAMDBCGLXZUIRF,3,69
HAKDDQKVENAKCWBDABRR,10,27
RPRTMUMWWYWMAVLUKPWF,10,83
UQDHKJIIKZMUPOUCMVKS,9,91
MXTDXSPHWZAXGMQPRGLA,9,39
HQDJSSPZSAMFFKYNCQXY,7,10
TSAJTGNPWRSRHVBMIFPV,8,56
MHXOTVUSNADIJGKQKZRC,1,23
SDFXEVPUUOYNHWOUQLUD,8,93
BXDZECCMBCYMOHOJMJTY,9,46
FOYEKTSDDVHZYFCDCOVD,3,52
RFQTPCBFCJHFAEKFCWAI,2,20
UCUXVQBJNHRNCNKBMCIE,5,78
NWKGSHWENFDMMNWBSCLC,1,83
LDDGJMWGGSQASNGZEXEG,3,82
FASESCDIQNYDPWJNOGWL,7,44
LRQBVDZTXBKGFZGBMQAV,10,39
TDNXFHUMYFANSGSIOPCU,5,46
KKUZAPXRADOWUUQBRCMT,3,28
CJRIKYLUCHUXUMEWRJRA,2,21
ALCWUUCOSQNSPZNBBMGS,9,94
SWRLJIYCNOFSLCKSKBLO,3,87
TYXMLJBVOANORMYOQLKN,5,55
QUVEGICFAYMUEFUQTHLU,10,14
BJYZHOHPTJARENQDOZAW,7,42
USQQUBTMPTPZNFKPPXQI,7,44
VAGGXSUOJMCYOUAXGUMP,3,54
ZIFMMQGIQFNPKEGPLVIJ,3,34
IPQHMRMVDHYORVOQYNHD,5,64
XPARGKTRFCZHWJXGVSPR,9,14
VVQGSBRGASDJHDGSEMYZ,10,80
TYQTREHZBQBWXBBAZRQF,10,45
TLNGFSBZGAILVJWWYAUQ,8,27
ULXUVDKQUAGVABBRSXOI,5,34
SFFJRZXGWPKOMOILHNLY,9,60
ZSJVTDPDCQPWFUVNXNJO,4,71
CTEGFQZATZYDQGOIDQPE,1,72
RTSLHYBYWDRWVELRPHSS,3,96
UOSQUHMUUYQDUCMXYKJA,5,42
ASJFNCQTXENKOTFVGDYB,5,43
WIETXWQSDYCIIOMFFRVF,3,90
NKWNQFECSIKTFGMWWEKT,8,32
NZEEETPWVHAWVPPOSUMF,4,28
JZDEDITKEAZCBTZVGRVM,10,86
EOTIYEQAOVISZXEZDBBY,7,10
JBBWGHKCBBUYHZUTASYP,10,35
KZJJUXQJBGVYEOVSIRMA,9,63
FCVWHVMKOXFLUOASLGII,8,80
CBIMWKRCSLMXDRYUSSOI,10,66
CUGWKXNIKJPXGGFOOTML,1,34
FSBGFSKROKCNZVFTPGBK,2,15
VZGFGILFQMBXKADGIOER,10,40
VPGCLJQEGRLDVCEXMEYH,1,40
KUMGHUCWVBNZROBDMCZP,4,37
YMOCTCVUSGQCVBHLGJHX,7,10
BCAZVXCZTOZWSIDESCED,4,80
OTDRNQCAPPTTMQKINSWB,3,33
PYHGVKCGPUVJVOJEIWVJ,5,26
UYIBDYOSCHCXXZNTPNZR,6,13
YVKBJGQDCDMFTYDAITAU,4,27
DEZTZKMUYLIPQSTYPKOG,5,32
VCXDOBRDRSGVTNTIQKZK,9,12
RJNZWDPQJONREHBUNYLB,7,95
WUNFSEMJRQJJICLCNKUO,2,87
QHPMMGCAJHZNCXGWYLAU,7,11
WGSNSSFYTFTLFIFCVKVL,6,95
YWFWUYEZFBSVTRUAURED,6,61
EGSYVWUIYLBEWAFCGRDZ,5,68
RVJAIAYETKGAYFHSKERU,4,35
WAKNQGNFNNXMAPBDIRKN,10,87
ROJRIDUYUNTBGAUZNHAP,10,49
KMWQMKOQVYSSBRHZKTYM,6,85
YLIOCEQUYDXTORQKPKIE,8,75
MQBAQRJVMZZTPNHIZTDI,2,64
PZIIZBTHDYRRGPVXZJPQ,5,54
BFMAUWCPOKWIFZFNZOEW,4,17
WYRCYUOGXEFMXCMAVCCY,8,60
UZLACPBXJDPBDJJNKQME,1,17
QZIUDZHSRNAAQKTWVMKZ,3,54
TLJUURDPAFVSSANOHEEE,10,32
WLVUVXTCACUXDJJWDIMT,5,59
AEOOFHALQDYTOMZPMFFF,1,37
DVVNQPIVOHUMCIILMMDJ,1,97
FYJVMCEIADXGYRZBHHKK,8,26
KNCHKFQMJXBTYXPJLFHK,2,38
UYZKZTXJPALYQQIIMAGJ,2,52
PQSRNKBOCOZVTMBQNTOS,8,27
ZOZXOMELPFEEAWUQVNSD,7,93
TBZEZMTXQPQUGMMDSARI,3,43
TQZZVSSRNWEWYRGLIDKW,1,49
QNJVCWDKARJXCMTLMISZ,2,23
RFBGEUJBUQYMGVIIBQSE,9,55
CMBTUAKFBSJNQAEDHVHL,7,37
MQGHAQTNURKASLNCRGWE,9,37
CWARGVPCSRUOTWPWGWSZ,6,20
FIXCTUAVGUTLIYDAPISK,9,44
RSKBJBEFBCWHHUUOEHJI,3,39
OLEDYWBXJZRQNEFRFUTM,4,15
INPSVNHWCJZKQEOKCMPC,1,51
RUSZTUNRTKOXJIFATENB,7,99
AECUHSPBKVYNTQCZYNEH,2,76
